문장,class1(input),class2(output),class3(model),s_n
내가 찍은 사진 속 여러 사람들을 자동으로 분류해줘. 또한 각각이 어디에 위치해 있는지 알려주는 인공지능 알고리즘이 있으면 좋겠어.,image,Object_detection,Yolo,2
이 사진은 산속에서 찍힌 것이다. 특정한 동물을 찾아 분류하기 위해서는 어떤 인공지능 알고리즘을 사용해야 좋은가.,image,Object_detection,Yolo,2
어떤 사람이 보내준 사진은 도시의 한 골목길을 찍은 것이다. 사진에 등장하는 사람들을 분류하도록 설정하고 싶은데 어떤 알고리즘을 써야 하는가.,image,Object_detection,Yolo,2
교통 사고가 발생한 사진을 받았어. 인공지능 알고리즘을 이용하여 사고가 발생한 차량과 위치를 정확히 분류하고 싶어.,image,Object_detection,Yolo,2
친구가 보내준 이 영상은 도시의 한 번화한 상업지구를 찍은 거야. 그 안에 등장하는 사람들을 인공지능 알고리즘을 통해 분류하고 싶어.,image,Object_detection,Yolo,2
"이 사진은 저희 가족이 함께 찍은 것입니다. 아이들이 공원에서 놀고 있습니다. 그래서 이 사진을 입력으로 사용하여 인공지능 알고리즘을 이용하여 아이들과 그 주변에 위치한 나무, 꽃, 잔디 등을 분류하고 인식하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
"오늘 제가 찍은 동영상은 내가 만든 작은 동화책의 일부분입니다. 이 동영상에서는 동물들이 등장하고, 나무, 하늘 등의 배경도 있습니다. 이를 입력으로 사용하여 인공지능 알고리즘이 동물의 종류, 동물이 위치한 환경 등을 자동으로 분류하고 인식하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
"오늘 찍은 사진은 제가 새로 산 식물을 기록한 것입니다. 이 사진에서는 식물과 함께 그 주변에 위치한 물병, 벽, 창문 등이 포함되어 있습니다. 이를 입력으로 사용하여 인공지능 알고리즘이 식물의 종류, 그리고 식물이 있는 환경을 자동으로 분류하고 인식하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
제가 찍은 이 영상은 동물원에서 촬영한 것입니다. 인공지능 알고리즘에 이 영상을 입력으로 사용하여 동물의 종류를 분류하고 싶습니다. 또 동물이 위치한 공간을 인식하도록 학습시키고 싶습니다.,image,Object_detection,Yolo,3
이 사진은 제가 새로 산 식물을 찍은 것입니다. 식물과 함께 그 주변의 환경을 인식하게 하고 싶습니다. 또한 식물의 종류를 자동으로 분류하도록 인공지능 알고리즘을 학습시키고 싶습니다.,image,Object_detection,Yolo,3
"최근 캠핑을 다녀온 후 찍은 사진입니다. 이 사진에서는 캠프파이어, 텐트, 야외 의자 등이 포함되어 있습니다. 인공지능 알고리즘을 이용하여 이러한 물건들의 위치를 인식하고 자동으로 분류하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
제가 찍은 이 사진은 파도가 밀려오는 바다를 담은 것입니다. 인공지능 알고리즘을 이용하여 파도의 높이와 바다의 깊이를 인식하게 하고 싶습니다. 또한 파도의 높이와 바다의 깊이를 자동으로 분류하도록 학습시키고 싶습니다.,image,Object_detection,Yolo,3
"제가 찍은 이 사진은 피자 가게의 내부를 담은 것입니다. 인공지능 알고리즘을 사용하여 이 사진에 포함된 피자, 의자, 테이블 등의 물체를 자동으로 분류하고 싶습니다. 그리고 인공지능 모델이 가게 내부의 물체들을 인식하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
"오늘 산책하면서 찍은 사진입니다. 이 사진에서는 나무, 꽃, 도로, 가로수 등이 포함되어 있습니다. 인공지능 알고리즘을 이용하여 이러한 물체들을 자동으로 분류하고 인식하도록 학습시키고 싶습니다.",image,Object_detection,Yolo,3
이 사진은 제가 새로 데려온 귀여운 강아지를 담은 것입니다. 인공지능 알고리즘을 사용하여 강아지의 종류를 알고 싶습니다. 그리고 주변 환경을 인식하고 자동으로 분류하도록 학습시키고 싶습니다.,image,Object_detection,Yolo,3
제가 찍은 이 사진은 유명 미술관의 전시물을 담은 것입니다. 인공지능 알고리즘을 사용하여 전시물의 종류와 배치를 자동으로 분류하고 싶습니다. 또한 전신물의 종류와 배치를 인식하도록 학습시키고 싶습니다.,image,Object_detection,Yolo,3
"이 사진은 자동차 경주 대회에서 찍은 것입니다. 인공지능 알고리즘을 사용하여 각 차량의 위치와 속도를 분류하고 추적하고자 합니다. 그리고 이를 통해 우승한 차량과 두 번째, 세 번째 등수 차량도 확인하고 싶습니다.",image,Object_detection,Yolo,3
"저는 우리 가게에서 판매하는 신발에 대한 사진을 보내드립니다. 각각의 신발에 대한 정보를 인식하고 그것들이 어떤 위치에 놓여져 있는지 확인하고 싶습니다. 이를 통해 우리의 재고 상황을 파악하고, 필요한 신발의 수량을 결정하고자 합니다.",image,Object_detection,Yolo,3
"제가 보내는 이 영상은 축구 경기에서 찍은 것입니다. 인공지능 알고리즘을 사용하여 경기장에서 공이 어디에 위치해 있는지, 어떤 선수가 공을 가지고 있는지, 각 선수가 어디에 위치하고 있는지를 파악하고 싶습니다. 이를 통해 경기 결과를 분석하고 각 선수들의 활약도를 확인하고자 합니다.",image,Object_detection,Yolo,3
"이 사진은 한적한 산길을 걷는 사람들의 모습입니다. 인공지능 알고리즘을 사용하여 산길에 위치한 사람들을 분류하고, 어떤 사람이 어느 위치에서 걸어가고 있는지를 파악하고 싶습니다. 이를 통해 산책로의 혼잡도와 사용자들의 건강 상태를 파악하고자 합니다.",image,Object_detection,Yolo,3
"이 동영상은 해외 여행을 다녀온 경험을 담은 것입니다. 인공지능 알고리즘을 사용하여 여행지에서 찍은 사진 속에 포함된 건물, 인물, 동물 등을 분류하고, 어떤 건물이 어디에 위치해 있는지를 파악하고 싶습니다. 이를 통해 여행지의 관광 명소와 주변 시설을 파악하고, 추천할 수 있도록 하고자 합니다.",image,Object_detection,Yolo,3
나는 바다에서 촬영한 사진을 가지고 있어. 이 사진에는 파도가 치고 있는 모습이 담겨 있어. 이 사진에서 파도의 높이와 방향을 인식해주는 알고리즘을 추천해줄 수 있을까?,image,Object_detection,Yolo,3
딸이 야외에서 찍은 사진을 보내왔어. 이 사진에서 어떤 식물인지를 인식해야해. 그리고 그 식물이 자라는 위치와 주변 환경 정보를 제공하는 인공지능 알고리즘을 추천해줄 수 있을까?,image,Object_detection,Yolo,3
"친구가 호수에서 찍은 사진을 보내왔어. 이 사진에는 밤하늘의 별들이 반사된 모습이 담겨 있어. 이 사진에서 별자리를 인식하고, 각 별자리의 위치와 이름을 알려주는 인공지능 알고리즘을 추천해줄 수 있을까?",image,Object_detection,Yolo,3
아들이 동물원에서 찍은 사진을 보내왔어. 이 사진에는 기린이 담겨 있어. 이 사진에서 기린의 키와 몸무게를 추정해주는 인공지능 알고리즘을 추천해줄 수 있을까?,image,Object_detection,Yolo,3
나는 도심에서 찍은 건물 사진을 가지고 있어. 이 사진에서 건물의 높이와 넓이를 인식하고 싶어. 또 건물의 이름과 주변 환경 정보를 제공하는 인공지능 알고리즘을 추천해줄 수 있을까?,image,Object_detection,Yolo,3
"부모님이 산에서 찍은 사진을 보내왔어. 이 사진에는 하늘과 구름이 담겨 있어. 이 사진에서 구름의 높이와 형태를 인식하고, 날씨 정보와 함께 제공하는 인공지능 알고리즘을 추천해줄 수 있을까?",image,Object_detection,Yolo,3
"친구가 해변에서 찍은 사진을 보내왔어. 이 사진에는 파도와 모래사장이 담겨 있어. 이 사진에서 파도의 높이와 방향, 모래사장의 크기와 형태를 인식해주는 인공지능 알고리즘을 추천해줄 수 있을까?",image,Object_detection,Yolo,3
"부모님이 도시에서 찍은 사진을 보내왔어. 이 사진에는 거리와 건물이 담겨 있어. 이 사진에서 거리와 건물의 높이를 인식하고, 주변 환경 정보를 제공하는 인공지능 알고리즘을 추천해줄 수 있을까?",image,Object_detection,Yolo,3
나는 현재 산 속에 있다. 산의 정상에서는 멋진 풍경을 볼 수 있을 것 같다. 나는 산 정상에 위치한 것을 분류하기를 원한다.,image,Object_detection,Yolo,3
"이 영상은 도심에서 촬영한 것이다. 거리에는 차가 많이 달려있고, 건물들이 빽빽하게 서있다. 나는 도시의 교차로에 위치한 것을 분류하기를 원한다.",image,Object_detection,Yolo,3
나는 해변을 걷고 있다. 내 앞에는 여러 사람들이 있다. 나는 해변에 위치한 것을 분류하기를 원한다.,image,Object_detection,Yolo,3
"이 사진은 산림욕을 즐기러 온 사람들이 모여 있는 숲 속에서 찍은 것이다. 나무들이 무성하게 자라고 있고, 사람들은 각자의 산림욕을 즐기고 있다. 나는 숲 속에 있는 것들을 분류해서 위치를 인식하기를 원한다.",image,Object_detection,Yolo,3
"나는 지금 여행 중이다. 이곳은 외국이고, 거리에는 많은 사람들이 있고, 건물들은 다양한 디자인으로 꾸며져 있다. 나는 외국의 거리에 위치한 것을 분류해서 위치를 인식하기를 원한다.",image,Object_detection,Yolo,3
"이 동물은 사막에서 발견된 것이다. 몸통은 황갈색이고, 머리와 다리는 검은색이다. 나는 사막에 위치한 이 동물을 분류해서 위치를 인식하기를 원한다.",image,Object_detection,Yolo,3
"나는 산책 중이다. 내 주위에는 나무와 풀들이 우거져 있고, 공기는 상쾌하다. 나는 공원에서 위치한 것을 분류하기를 원한다.",image,Object_detection,Yolo,3
"이 영상은 수영장에서 찍은 것이다. 수영장 안에는 사람들이 수영하고, 외부에서는 푸른 하늘이 보인다. 나는 수영장 안에 위치한 것을 분류하기를 원한다.",image,Object_detection,Yolo,3
"나는 요리를 하고 있다. 주방 속에는 조리도구들이 놓여있고, 요리를 위한 식재료들이 준비되어 있다. 나는 주방에서 위치한 것을 분류하기를 원한다.",image,Object_detection,Yolo,3
"사용자가 제출한 사진은 건강한 강아지를 보여주고 있습니다. 강아지는 풀 위에 누워 있으며, 주인과 함께 사진을 찍었습니다. 강아지의 종류와 위치를 파악해야 합니다.",image,Object_detection,Yolo,3
"제출된 비디오는 해변에서 즐기는 가족의 모습을 담고 있습니다. 비디오에는 아이들이 모래성을 만드는 모습, 부모님들이 일광욕을 즐기는 모습, 그리고 강아지가 파도를 쫓는 모습이 담겨 있습니다. 각각의 요소들을 구분하고 위치를 파악해야 합니다.",image,Object_detection,Yolo,3
"제출된 사진은 주방에서 요리하는 모습을 담고 있습니다. 사진에는 칼집과 도마 위에 썰린 야채들, 프라이팬 위에 익히는 고기, 그리고 레인지 위에 끓는 냄비 속의 스튜가 담겨 있습니다. 인공지능 알고리즘은 각각의 재료와 조리 방법, 그리고 위치를 파악해야 합니다.",image,Object_detection,Yolo,3
"사진은 숲에서 찍은 캠프 사진입니다. 사진에는 캠프파이어, 텐트, 그리고 캠프 장비들이 담겨 있습니다. 인공지능 알고리즘은 캠프파이어와 텐트의 위치, 그리고 캠프 장비들의 분류를 파악해야 합니다.",image,Object_detection,Yolo,3
"이 비디오는 쇼핑몰에서 옷을 입고 돌아다니는 모습을 담고 있습니다. 비디오에는 여러 가게를 돌아다니며 옷을 입고 보는 모습, 그리고 가방과 신발을 살피는 모습이 담겨 있습니다. 각각의 옷, 가방, 신발 등의 종류와 위치를 파악해야 합니다.",image,Object_detection,Yolo,3
"사용자가 제출한 사진은 체육관에서 헬스 운동을 하는 모습을 담고 있습니다. 사진에는 바벨과 덤벨, 턱걸이 바, 그리고 트레드밀이 담겨 있습니다. 인공지능 알고리즘은 각각의 운동 기구와 위치, 그리고 운동자세를 파악해야 합니다.",image,Object_detection,Yolo,3
운동하는 사람의 영상을 분석하는 인공지능이 필요해. 어떤 동작을 하는지 알아내고 어느 부위를 사용하는지 분류해 주기를 원해. 예를 들어 스쿼트나 런지와 같은 운동 동작에 대해 분류해 주면 좋겠어.,image,Object_detection,Yolo,3
나는 지금 사무실에서 컴퓨터를 사용하고 있어. 화면에 나타나는 이미지 중 어떤 것이 인물이고 어떤 것이 사물인지 분류해 주는 인공지능이 필요해. 예를 들어 컴퓨터 화면에 사람이나 동물이 나타나는 경우 위치와 종류를 파악해 주면 좋겠어.,image,Object_detection,Yolo,3
